A,0.036182724,0.02759079,-0.028686976,0.009444636,-0.05877942,-0.038213976,0.076459154,0.00040350255,-0.040588327,0.026121018,0.08843494,-0.04486518,0.020053437,0.01605754,0.007576356,0.024123762,0.0053248187,-0.004123453,-0.023759639,0.01769496,-3.143467e-05,-0.0067033134,0.029101035,-0.01902788,0.24769409,-0.17346296,-0.31045341,-0.05400607,-0.11967359,-0.07386164,0.020033386,-0.061179563,0.026475359,0.08845919,0.019543936,0.02046989,0.0041787797,-0.08960439,0.017713582,0.036835585,-0.05749855,0.022661908,0.17770013,0.0151655255,0.18741015,0.25598592,0.009271816,-0.18967733,-0.42308465,0.062350776,0.08962454,-0.005904315,0.25624314,-0.05331193,-0.169899,-0.085878454,0.65380114,0.59530884,0.4992383,0.39685765,0.048376504,0.042054188,-0.12211888,-0.10655837,-0.028483706,0.0309924,-0.062435947,0.0890861,-0.0025464182,0.03453533,0.09666777,0.0008384394,-0.119336635,-0.103497095,0.10234496,-0.12913957,0.20974451,0.3126772,0.15292674,-0.2692131,-0.0017279353,-0.04310093,0.00041490607,0.09511459,-0.20708694,-0.029446505,0.11639297,-0.38205966,0.007400006,-0.07693727,0.08588754,-0.10989021,0.048237707,0.005310551,0.043043915,0.062139586,-0.026195263,-0.091301255,0.008902481,-0.008998184,-0.04475657,0.05806701,0.012604493,0.037785344,0.08006426,0.10091163,-0.05181906,-0.086802505,-0.010394703,-0.04291586,-0.03686239,-0.016366458,-0.05421,0.011670169,0.020874089,0.0055546816,0.043690834,-0.047213517,0.031059157,-0.015101752,-0.013611102,-0.032624718,-0.00734907,-0.014570612,-0.020768173,-0.004647337,0.035710156,0.010401392,-0.051065177,5.995078e-05,-0.12059958,-0.13188349,-0.026377982,0.011053637,0.05374448,0.0034164027,-0.006478757,-0.015164986,0.004409448,-0.021251706,-0.0035531505,0.0061342884,-0.0062850793,0.0055695116,-0.037549715,-0.0045986366,-0.000999946,-0.034993794,0.0048696133,0.012423896,-0.00076378224,0.10115899,-0.009898506,-0.0034719887,0.034693755,-0.030623289,0.032171,-0.00732409,-0.023314806,0.018031089,0.0091295475,0.007629914,0.0122634955,0.00093115657,0.022071045,0.008323736,0.04962864,-0.04434957,-0.009606714,-0.005430507,0.018671175,-0.06070409,-0.052775756,-0.049913727,-0.062622786,0.04145004,-0.020195192,0.056468323,-0.0020773306,0.04855615,0.04086737,0.0074559175,-0.0081740385,-0.01749976,-0.04588159,0.044565815,0.017375678,0.042113,-0.011638806,0.03811192,-0.024419134,0.052258603,0.005966792,-0.071257204,0.000896663,0.043336943,0.041293293,0.040945273,-0.07951019,0.07068236
R,-0.026726551,0.0032212953,-0.028524512,0.0027432214,0.04744505,0.053960726,-0.02394567,-0.049335964,-0.0064419126,0.011220529,0.026106842,-0.025211042,0.013397096,0.021626458,0.0060452125,0.043476965,0.011575584,-0.028152142,-0.027705032,0.032277785,0.025060926,0.012628354,0.028057877,-0.031354476,0.22545874,-0.24809878,-0.25041413,-0.09153013,-0.13342227,0.058232192,0.0020089177,-0.061477587,0.022356793,0.06842726,0.008413585,0.014835543,-0.048636008,0.0094585065,0.028797397,-0.005210185,-0.07879708,0.073994726,0.18737242,0.016892554,0.16277525,0.22443926,0.0013863032,-0.15081891,-0.4182711,0.08334577,0.09280025,-0.03186591,0.2825456,-0.05465068,-0.2291311,-0.10910961,0.59398884,0.56542206,0.4475634,0.35577044,0.017970478,0.06273253,-0.07445102,-0.11235092,0.0010523207,0.034420654,-0.017159604,0.019864222,0.010041069,0.03365533,0.08009878,-0.0096252,-0.09413521,-0.09065676,0.096387215,-0.112582564,0.18289994,0.2697155,0.13365264,-0.23466176,0.00027764536,-0.02579657,0.005176742,0.07857869,-0.20842998,-0.052608017,0.11798896,-0.318352,0.043684002,-0.076720774,0.056109704,-0.1042362,0.025622658,0.009721496,0.053485412,-0.03424114,-0.039537333,-0.07070675,0.010453603,0.0040640016,-0.07798715,0.06235101,0.019617744,0.04751806,0.07611768,0.064852424,-0.08851729,-0.08529906,0.004730313,-0.0067071435,-0.017079918,-0.0047153574,-0.01734336,0.0029547636,0.004970445,0.0027597297,-0.02175648,0.008580054,-0.032768495,0.01371444,-0.1083227,-0.1309314,-0.030889733,-0.05097876,0.03876674,0.016180702,-0.03481422,-0.00948771,-0.04060619,-0.009804449,-0.027762534,-0.035642624,-0.011546847,0.014298697,0.004411205,0.014732484,0.0035163232,-0.014502657,-0.015792267,-0.0106082475,-0.0028252827,0.013924268,-0.0138122365,-0.009373962,0.010872423,-0.014779389,-0.008932487,0.014322102,0.0025492136,-0.0019554088,0.008400344,0.11439398,-0.011158808,-0.0027346034,0.032480408,-0.032443047,0.0042529795,-0.0054809353,0.001647126,0.002410193,0.045183744,0.024388857,0.01688435,-0.00040624375,0.025765374,0.020967277,0.053156406,-0.044782635,-0.01839699,-0.0019897392,0.03748814,-0.053957824,-0.03202474,-0.041148588,-0.07509644,0.07317048,-0.044909947,0.122278504,-0.0014915024,0.10324859,0.042475916,0.0007002012,-0.00052385766,-0.012044552,0.02508924,-0.05651469,0.01327372,0.002722185,-0.04157595,0.07122523,-0.05282151,0.076920204,0.032110386,0.0217794,0.11072975,0.048391316,0.072345555,0.12018249,0.015049421,0.020432677
N,-0.14935754,-0.07123861,0.047666732,-0.05063934,0.09867349,0.055868216,-0.0635995,-0.06666374,-0.005150731,-0.05399774,-0.05220639,0.013943367,-0.05740953,0.041934103,0.014330589,0.023031944,0.007726263,-0.028095001,-0.017609673,0.01845207,0.02531822,0.0037893527,-0.008173219,-0.032693494,0.25693148,-0.23107731,-0.27006945,-0.047061797,-0.034999013,0.04031703,-0.015325194,-0.021216754,0.014614749,0.060447194,-0.01827413,-0.026066614,0.0055407546,-0.009820044,-0.006696334,0.03438384,-0.044647954,0.022833342,0.1313065,0.0120613165,0.11891955,0.16294447,0.002418392,-0.11314334,-0.41851875,0.059301745,0.08932432,0.00034706338,0.23634937,-0.0478239,-0.19315165,-0.09314018,0.6197652,0.5579694,0.47508985,0.38017982,0.030953705,0.047969777,-0.05342032,-0.17602062,0.009757518,-0.055568285,0.0037876237,0.01891598,-0.04133003,0.03999767,0.14613813,0.013781646,-0.07141629,-0.08047101,0.0992558,-0.10233038,0.25540525,0.36370388,0.16110918,-0.3550989,-0.029740255,-0.026132634,-0.026198229,0.122878425,-0.218423,-0.038811132,0.11830052,-0.3282435,0.046295837,-0.06808231,0.063530944,-0.10451151,0.07784326,0.017734442,0.0878047,0.008713323,0.097332746,-0.08687414,-0.019547697,-0.08798622,-0.027787788,0.046354804,0.009085922,0.028064337,0.05522722,0.05674006,-0.05010977,-0.052096624,-0.007848812,-0.053417437,-0.02563549,-0.024439367,-0.08117049,0.009042675,0.027963573,0.011352273,0.04311516,-0.06129997,0.019479891,-0.014295712,-0.006859918,-0.02579183,-0.006079987,-0.011756717,0.014731953,-0.010962276,-0.018267931,-0.037948627,0.054538857,0.007519513,0.076093554,0.089771025,-0.016460488,0.026425315,-0.016578227,0.041310877,0.007702795,0.014036836,0.007675076,0.035769414,0.014265101,-0.003526052,0.02454971,-0.0048828265,-0.034321677,-0.04706984,-0.04575449,-0.007874746,0.0012711721,-0.0028119602,0.004223263,0.02798749,-0.0033826411,-0.0049142386,-0.01511501,0.010054377,0.007310293,0.025738431,-0.053821757,-0.012553783,-0.035034698,-0.027463688,-0.01744454,-0.056755956,-0.048205867,-0.04907448,-0.07362588,0.07889255,0.017281074,0.00944324,-0.038921308,0.07940954,0.049185023,0.057267196,0.0718225,-0.049625777,0.008366906,-0.03058212,0.0133964,-0.034719914,-0.020017287,0.010378122,0.014740351,0.03997067,-0.015728163,0.03082612,-0.02338458,0.0004938221,0.09758212,-0.020288354,0.0058863955,-0.11070482,0.06097312,0.07703933,-0.0040212176,-0.029920975,0.08231882,-0.12421895,0.10079409,0.0013279993
D,-0.0119735785,0.010241988,0.015735203,0.020195248,0.015675472,0.005390964,0.0061147087,-0.027749117,-0.0005615711,-0.0064966436,-0.007808996,0.0029328982,0.0031570261,0.008055155,0.0013911752,0.010849334,-0.0010856384,-0.007092258,-0.01747603,0.0038217695,0.009838888,0.0035171884,0.0037192625,-0.01830238,0.23163962,-0.22030051,-0.30058324,-0.08680865,-0.100676365,0.009266163,-0.014617631,-0.05517933,0.031747837,0.10319424,-0.038019598,-0.05191554,-0.040972516,-0.016981574,0.03256342,-0.009911757,-0.06258626,0.03817479,0.18930978,0.023867823,0.1514685,0.2060932,0.00972088,-0.15827484,-0.35524747,0.056805063,0.0763647,-0.009190792,0.24676937,-0.050838146,-0.18333298,-0.090196006,0.57093817,0.5081444,0.43830767,0.3492706,0.04496701,0.06418532,-0.123424746,-0.15593667,0.018131211,0.0051052338,-0.023414535,0.043861326,-0.020968461,0.03647648,0.10549808,0.005300472,-0.088757075,-0.094333015,0.10972699,-0.116575815,0.21559677,0.31054014,0.14256363,-0.29110408,-0.021579957,-0.036103107,-0.018157862,0.121694975,-0.22349189,-0.05442292,0.12696853,-0.35487708,0.03799752,-0.07859059,0.057434317,-0.10436704,0.036695432,0.0077088787,0.05649064,0.021331636,0.046971723,-0.07473331,-0.011107938,-0.053285267,-0.060944185,0.051678177,0.015264898,0.039651554,0.04943852,0.056526553,-0.040839802,-0.05971968,0.0010122822,-0.046939857,-0.030453637,-0.025208453,-0.04669367,0.004726137,0.015703566,0.006886407,-0.0010521789,0.0101914415,0.0020500412,0.0038899356,-0.017632889,-0.018037712,-0.0041291495,-0.0067678075,0.024284478,-0.005068607,-0.022330096,-0.029744972,-0.03169908,-0.0055550765,-0.01734909,-0.025153195,-0.008347479,0.0052463235,0.010485325,0.010041737,-0.0029146732,-0.0036054973,0.005545809,-0.0052485294,0.0005416648,0.004813554,0.00011193524,0.0025073488,0.027047882,0.0032259508,0.0039039245,0.023121389,0.003488222,0.011339415,0.0039859526,0.07696302,-0.0021162517,0.0020522354,0.018109225,-0.012304073,-0.045662437,0.0070736366,0.017386956,-0.04238131,0.01204477,-0.009433892,-0.0011883036,-0.015935654,-0.005394296,0.0051019304,-0.0036476026,0.017884683,0.012661941,0.009307951,-0.019412415,0.02095359,0.01808227,0.024442168,0.019190857,-0.007110093,-0.010988439,0.026176298,0.0045545152,0.019575587,-0.00030527913,0.0070053586,0.005578263,0.014025735,0.007099445,0.015393064,-0.021712095,-0.012707929,0.046764348,0.03073997,-0.016916307,-0.041863818,-0.01188481,0.011321726,0.004011258,0.032822255,-0.0079287,0.016911268,-0.05307607,0.006272631
C,-0.1313798,-0.063928105,0.02362032,-0.063510686,-0.007706848,0.06333199,0.015712569,-0.07660904,-0.07957337,-0.07589035,0.053439207,-0.06754586,-0.024267733,0.03340548,0.003796231,0.03566022,-0.00020200128,-0.017878372,-0.028870879,0.0069757174,0.040267136,0.01671579,0.069725126,-0.0448039,0.19901913,-0.3592398,-0.14252849,-0.10294777,-0.16096911,0.023824254,-0.010501061,-0.13651565,0.03908403,0.08805032,-0.01212407,0.019839063,-0.015034498,0.09044426,-0.023401279,0.033416368,-0.062990665,0.046060327,0.12170301,-0.0122133605,0.14768296,0.20430067,0.0014541944,-0.13608368,-0.49162894,0.099367976,0.110544175,-0.036068067,0.33182105,-0.061114047,-0.27806985,-0.13009493,0.6269198,0.62687045,0.46667993,0.37307438,-0.024573557,0.09278747,-0.0205104,-0.10428704,-0.027771948,-0.024026103,0.02602249,-0.037556514,-0.0035842373,-0.0054165917,0.03731078,0.0075754724,-0.014138316,-0.0029455593,-0.0024051245,-0.011434404,0.15904132,0.23483439,0.12055384,-0.20353523,0.01290699,-0.0122573245,0.022279432,0.08020715,-0.19009843,-0.032182235,0.0965681,-0.21804751,0.07466446,-0.06440057,0.082542695,-0.1249591,0.035892732,0.011188022,0.08599829,-0.010362831,0.00054573105,-0.06111245,0.007945428,-0.012283832,-0.032233823,0.07319784,0.011169519,0.042261392,0.02825675,0.012887612,-0.043038238,-0.016646788,0.00021014648,0.00026695037,0.018525695,-0.00019985775,-0.097032346,0.013589783,0.03190504,0.013919346,0.08010198,-0.17140551,-0.009880178,-0.022591561,-0.16170415,-0.23238108,-0.054877855,-0.093985476,0.04113273,0.014707947,-0.033071533,-0.013249803,-0.13716316,-0.022573395,0.02718632,-0.028487453,-0.015739879,0.024387417,-0.009256748,0.037313495,0.0039701136,-0.040741295,-0.029724881,-0.032274656,0.0006683596,0.023075286,-0.017804934,-0.02677518,-0.039642632,-0.02994363,-0.016972898,-0.02755022,-0.004381327,-0.022017658,-0.0072357506,0.00649641,-0.00795358,-0.011428618,-0.011855346,0.005536682,-0.0471816,0.031232461,-0.042577304,-0.07900246,-0.0054723145,0.0045626224,-0.007820868,-0.006754629,-0.04512814,-0.053952683,-0.088838406,0.05843662,-0.007929333,0.00525327,0.025336228,0.008278278,-0.092560984,-0.084812745,-0.098960534,0.059680313,-0.014048558,0.020967908,0.02647097,0.0015277193,-0.027806114,-0.053563755,0.0011668,-0.026371744,0.109729074,-0.14426534,-0.0057614,-0.06703023,-0.037021585,0.09275001,-0.059163384,0.007183139,0.12565754,0.012320998,0.06324643,0.05607983,-0.043663222,-0.0479838,0.09049456,-0.049096547
Q,-0.066962786,0.011899502,-0.0070317388,0.04430105,0.11214413,0.007621172,-0.033894677,-0.027014555,0.02984651,0.11452981,0.07911723,-0.027486669,0.037466697,-0.057357177,-0.045307603,-0.052117985,0.12559721,-0.103501976,0.026144143,0.13017067,0.007216221,-0.0054785013,0.020042704,-0.03120339,0.22397277,-0.24270232,-0.26857916,-0.058315087,-0.12983304,-0.047330257,0.022887623,-0.08898382,0.004605854,0.04117058,0.06795784,0.103130266,0.012717209,-0.03845217,-0.005400088,0.048397135,-0.045644768,0.02150158,0.13994683,0.0146971,0.14361303,0.19798443,-0.004139783,-0.12236884,-0.37572822,0.046830576,0.07958322,0.008869022,0.22633696,-0.046474826,-0.21692935,-0.10251206,0.6399846,0.6281808,0.47977826,0.3782296,0.044655513,0.04641464,-0.06821527,-0.1742556,-0.0065232315,-0.019784769,0.016597446,-0.018150685,0.016036209,0.025258467,0.020470444,-0.018362064,-0.11139628,-0.11798803,0.13327807,-0.1419488,0.19351552,0.27905586,0.120697014,-0.2573496,-0.027325422,-0.029784113,-0.026065016,0.10179796,-0.26136276,-0.060407277,0.15198837,-0.45971772,0.03339204,-0.08204652,0.057119142,-0.10458904,0.04326798,0.005317253,0.030149981,0.040071283,0.025097162,-0.13822818,-0.012550286,-0.061954234,-0.07155839,0.024108887,0.017703183,0.028613009,0.059716046,0.0484926,-0.07159958,-0.06427889,-0.0030427743,-0.026056407,-0.0522365,-0.009337093,-0.011794909,0.01201209,0.011930423,-0.00431251,0.044379745,-0.09690119,-0.002836755,-0.015918814,0.016415268,0.018730635,0.006782997,0.0055943485,-0.025899433,-0.0115346005,0.035008427,-0.00513055,-0.04694248,-0.013534339,0.004675507,-0.0061003813,-0.0044525103,0.0055724364,-0.013253935,0.022943866,0.0032513973,0.012909271,0.008364413,0.022511883,0.00012287822,0.011528521,-0.013036881,-0.022433322,-0.030657725,-0.038462445,-0.037957907,-0.0077612177,0.00044265,0.0118651325,0.0011778921,0.001529283,0.0023589768,0.012584,-0.0033969306,-0.007356683,-0.0047303704,0.0098605165,-0.01766956,-0.010975328,0.06400839,0.0086254,0.02517175,-0.034606162,0.0110878935,-0.043212004,0.0016874272,-0.06396272,-0.013678904,-0.01778879,0.009855149,-0.035616223,-0.086269595,-0.056964464,-0.04596625,0.0023811748,0.0070903045,-0.016750965,0.0015269283,-0.0136060985,0.0135938525,-0.0129476385,-0.010491275,-0.033295304,-0.061168477,0.01735725,0.050089188,0.07262346,0.02881415,0.036112696,-0.0021485887,0.03556381,-0.04721604,0.04636641,0.044057023,0.0013669537,0.030221533,0.051605877,0.03425051,0.01427405
E,-0.03867967,-0.00046059018,0.061587226,0.023683883,0.01359153,-0.0018457088,0.02470253,-0.045599785,-0.009846084,0.014343437,0.03447244,-0.019345865,0.03816027,-0.0048983064,-0.007274231,0.011890421,0.04900717,-0.036238078,0.014999927,0.043437872,-0.002746839,-0.007663659,-0.00676409,0.0012287967,0.19064985,-0.22414128,-0.29478785,-0.11669524,-0.1624411,-0.025132746,-0.01024995,-0.121860236,0.016164102,0.07078526,-0.028830754,-0.014612907,-0.04262848,0.01581118,0.021214487,0.0046691364,-0.043630403,0.037836365,0.10910131,0.0104557425,0.123753175,0.16961683,0.00379596,-0.1201584,-0.36334693,0.070753045,0.08109618,-0.023246769,0.27819544,-0.05663059,-0.2424709,-0.115852945,0.5835413,0.5478765,0.4417276,0.35222322,0.026441768,0.047981445,-0.088521026,-0.09230307,-0.00044385812,0.020904697,-0.01446502,0.018515527,-0.015574556,0.0154717155,0.06451438,0.010020549,-0.09259428,-0.08813002,0.094573386,-0.11081434,0.20456298,0.29296657,0.13027531,-0.27311206,-0.008468856,-0.024203036,-0.0027960383,0.09890305,-0.23211251,-0.04572527,0.12679313,-0.34233588,0.050089102,-0.08093132,0.05989156,-0.11190948,0.01473414,0.0025444024,0.036153793,0.010808332,0.0056671184,-0.09087051,0.0053787427,-0.029777218,-0.106575206,0.07782378,0.026208695,0.06465056,0.06955617,0.07518259,-0.06553602,-0.09583997,0.009241876,-0.031600755,-0.03722127,-0.01977569,-0.0053099357,0.008640984,0.0064564557,-0.0027837032,0.022586878,-0.039915435,0.00042188962,-0.0037071432,-0.046432443,-0.057018064,-0.0125266155,-0.02277803,0.015186355,0.010273653,-0.014303954,-0.0010483741,-0.03751575,0.0014023847,0.018350776,-0.005703236,-0.009209379,0.008222589,-0.0020377,0.023317048,-0.0060737804,-0.009621914,0.008008648,-0.015034592,0.0024847568,0.011430994,-0.0009411093,-0.002349532,0.045198783,-0.0022438047,-0.0019008678,0.04282137,0.0042241956,0.017928064,0.0058991564,0.088544875,-0.000979864,0.008728694,0.020022638,-0.020503191,-0.038786095,0.0034596606,0.017984094,-0.036516104,0.0010588076,0.011698137,-0.0019686543,0.012606375,-0.0098691555,0.01179366,-0.011357842,0.032905728,0.019157996,0.023143217,-0.027327772,0.037343457,0.011945567,0.017601643,-0.00020220433,0.016252112,-0.015381337,0.041767325,-0.0034247257,0.037663236,-0.011892723,-0.014164761,-0.0020799031,-0.01061266,0.030978078,-0.0281012,-0.002589569,-0.022236967,0.03662377,0.00908197,0.0011481087,-0.01906831,0.010523384,0.03164183,0.0325231,0.048867613,-0.030499477,0.101314984,-0.024045272,0.035648916
G,-0.02327489,-0.042136338,-0.014932866,-0.061879974,-0.0112436265,-0.019295314,0.027103495,-0.007057518,-0.055907186,-0.04255266,0.035126988,-0.032902382,-0.028330896,0.050362784,0.021499522,0.04436924,-0.024530977,-0.0013391472,-0.059178293,-0.0052675568,0.009284734,-0.004204705,0.034286115,-0.031036709,0.2348976,-0.21480678,-0.24449326,-0.05198703,-0.13561262,-0.04123677,0.011458447,-0.06035531,0.0006655411,0.009464855,-0.005580701,-0.015005662,0.0047349078,-0.040963076,0.010468599,-0.0062837643,-0.057731573,0.028093569,0.14360367,-0.0018462254,0.18298572,0.24921487,0.012319243,-0.19217378,-0.4756297,0.07835638,0.10180572,-0.017818946,0.32709303,-0.06649651,-0.21088544,-0.106207736,0.65118116,0.56607264,0.5027369,0.40220925,0.036736093,0.046188828,-0.11390594,-0.099850066,-0.042421132,0.0020197402,-0.04607555,0.070913814,-0.00854091,0.02544011,0.07753996,0.003048629,-0.08716066,-0.073891245,0.07240149,-0.09275234,0.17019498,0.2560404,0.12952667,-0.21551856,-0.0016981551,-0.036943246,-0.0016866949,0.06795106,-0.14643593,-0.018377466,0.08496872,-0.30801365,0.004201017,-0.07243532,0.07295902,-0.09731718,0.07407084,0.014965233,0.065355465,0.018031718,0.039682824,-0.08919345,-0.008496908,-0.051587686,-0.05883996,0.080439046,0.015977023,0.051761363,0.08263839,0.10023618,-0.057843447,-0.08817643,-0.014564998,-0.039992195,-0.023359263,-0.013557522,-0.06476213,0.0049344515,0.019857703,0.010652312,0.028443312,-0.030470112,0.021365361,-0.010682246,-0.005628963,-0.025406208,-0.006282851,-0.011648569,-0.0014024581,-0.011488359,0.017731525,-0.008941389,-0.024608288,0.0051591666,-0.10594617,-0.109604776,-0.02838345,0.008995799,0.060328662,0.010987505,-0.01189251,-0.015352106,0.018755574,-0.023950474,-8.895879e-05,0.004801036,0.0025371672,0.011350475,0.006845554,0.010189453,0.010938358,0.0009515323,0.006043599,0.021133522,0.003243432,0.11452233,-0.008321057,-0.0052480777,0.031261854,-0.026449645,0.029494457,-0.0044231103,-0.023116315,0.01581549,-0.025404075,0.0040650894,0.011368454,0.0010279597,0.00929722,-0.00075898285,0.028280988,-0.020303328,-0.013727237,-0.007617854,0.028554957,-0.055700276,-0.07760723,-0.073295414,-0.075191334,0.034620505,-0.01966054,0.042707063,0.016903121,0.02478798,0.0335601,-0.0069526206,-0.0068344204,-0.020950647,-0.034958176,-0.022120109,0.043656074,0.05528949,-0.019355295,0.033665724,-0.02288945,0.07682659,0.079952344,-0.009900968,0.03642703,-0.069491535,0.023936745,-0.010509496,-0.0019888082,0.0036328717
H,-0.0717856,-0.082473725,0.0075702164,-0.050926883,-0.04415136,0.0474702,0.052083883,-0.061889276,-0.065594606,-0.03498705,0.0841706,-0.07830163,0.023366146,-0.017034184,-0.015168008,-0.00794332,-0.0050807204,0.009259423,-2.808897e-05,-0.016921878,0.028438888,0.016627263,0.012619197,-0.017221672,0.18316126,-0.2837614,-0.22467062,-0.1192375,-0.059072986,0.04428891,0.0060702353,-0.067180105,-0.0011251535,0.013637617,0.04363792,0.06743216,0.007589213,0.04601106,-0.022794748,0.023870213,-0.070560016,0.05575074,0.11664932,-0.022363296,0.15062739,0.20930617,-0.0024178787,-0.13119875,-0.4768374,0.09720429,0.10658659,-0.03786956,0.33348072,-0.06472473,-0.2804712,-0.1326258,0.6442189,0.6222841,0.48368794,0.38553423,0.009188544,0.06727714,-0.06336625,-0.111508206,0.011477069,-0.00865319,0.02883633,-0.04268835,-0.009953047,-0.014706767,0.034317132,0.013462026,-0.00886534,-0.007776264,0.011567092,-0.016947655,0.18556319,0.26379186,0.11965366,-0.2534997,-0.006992243,-0.016196482,0.0022792593,0.114421256,-0.22769703,-0.032465894,0.11658789,-0.2876062,0.08063677,-0.11491457,0.091871805,-0.16705607,0.035154987,0.0055836807,0.09117268,0.058046307,0.028397448,-0.051753685,0.004383247,-0.030994834,-0.04757878,0.031112045,0.0122661535,0.026871054,0.04201321,0.03595807,-0.05087424,-0.055503767,0.0112912115,-0.025041832,-0.017760195,-0.018459396,-0.054386307,-0.0025836662,0.012082138,0.012327188,-0.042088415,0.04800088,-0.03633321,0.022343313,-0.08440384,-0.07543422,-0.016525762,-0.027730063,0.06830906,0.009369375,-0.07652523,-0.047002643,-0.09902742,-0.012697335,0.02271054,-0.020726344,-0.016151452,0.021490693,-0.005543406,0.038969185,0.005961238,-0.03058353,-0.024391847,-0.016805531,-0.0029513543,0.01954411,-0.023469526,-0.028346185,0.010873298,-0.026063591,-0.015656613,0.018374683,-0.005733636,-0.019408152,-0.005418633,-0.05051496,-0.0002683133,0.0021255084,-0.019422922,0.008217043,-0.046788435,0.02449139,-0.020672526,-0.060722653,0.081665576,0.01800669,-0.0041358774,-0.011413951,-0.006499809,-0.050654918,-0.03840418,-0.03404826,-0.025512764,-0.005373013,0.04799607,-0.023995968,-0.10464572,-0.07496858,-0.08878951,0.046190783,-0.0049586166,0.025534991,-0.021771215,0.033139214,-0.0073326845,-0.041942008,-0.005528405,-0.043028753,0.05202844,-0.10606182,0.028461687,-0.009327544,-0.003818919,0.08176258,-0.0481714,-0.024543317,0.00718212,0.06763751,0.048238985,0.07464415,0.06635374,-0.0010333321,0.15379019,-0.0090558315
I,-0.07008444,-0.065855525,0.013819937,-0.05491508,-0.009240461,0.005170341,0.0062126536,-0.012846391,-0.038443115,-0.058325425,0.0045978953,-0.025104819,-0.02536328,0.01611317,0.004501624,0.007019973,-0.0107879015,-0.011702795,-0.028561244,-0.0012910133,0.013592042,0.00047214134,-0.0014275466,-0.009350464,0.23320733,-0.17907643,-0.28951266,-0.0652676,-0.11157331,-4.045415e-05,0.005498991,-0.08030909,0.011776148,0.022991952,-0.019543892,-0.027772378,-0.0051782196,0.03012313,-0.004496677,-0.0074010096,-0.039841667,0.017744062,0.11109484,0.005029102,0.1291938,0.1748465,0.013463701,-0.14537704,-0.39423224,0.06775194,0.08581942,-0.0151817985,0.28033182,-0.0605104,-0.20650141,-0.103293866,0.64915156,0.58117396,0.4978259,0.39749417,0.013874269,0.05474584,-0.050090652,-0.12714428,-9.168111e-05,-0.024988383,-0.02796149,0.057946913,-0.019086756,0.023820026,0.10695389,0.00888081,-0.07746455,-0.08080697,0.09389921,-0.10081434,0.17232418,0.24510027,0.10669882,-0.24023266,-0.018327411,-0.026328407,-0.015291462,0.097908296,-0.22338699,-0.05425814,0.12618633,-0.35061362,0.03548054,-0.070965916,0.06950716,-0.10626989,0.05651084,0.010151211,0.087943114,0.063363865,0.12752868,-0.123540066,-0.02873142,-0.11762134,-0.072870836,0.10169556,0.019801324,0.06510461,0.09647255,0.10331423,-0.084065795,-0.09727229,-0.0049055624,-0.054776628,-0.0058433786,-0.02767748,-0.08489485,0.009684137,0.028855477,0.012159477,0.02843673,-0.02459845,0.02251382,-0.007862823,-0.042525273,-0.05920964,-0.015310245,-0.022831487,0.02960337,-0.0036265,-0.031509377,-0.029357279,-0.019836834,-0.00097212853,-0.014896219,-0.020712124,-0.0041355863,0.0018396163,0.014158846,0.0009815607,-0.0059841513,-0.011149683,0.006762842,-0.016047848,0.0016259804,-0.0011250447,0.006157192,0.006889019,0.004122285,0.01458221,0.016805986,-0.0035410551,-0.0014189869,-0.0064667473,-0.0028898127,-0.0029059462,-0.0036152767,-0.015534203,-0.007323969,0.0110508045,-0.023700992,0.0025675097,0.011148323,-0.023109704,0.03496188,-0.022367464,-0.006141734,-0.006161154,-0.020249594,-0.007199674,-0.031722955,0.044106934,0.011711928,0.013625934,-0.014887741,0.0508009,0.04635358,0.029942304,0.023303356,-0.00089763704,-0.0013964981,-0.011056675,0.024978654,-0.023855247,-0.0048110937,0.011357496,0.014970207,0.035571974,0.04183577,0.0008259639,-0.050041933,-0.055725906,-0.008378154,-0.030425863,0.005420349,-0.027594374,0.020959169,0.009905165,-0.018796539,-0.052884303,0.05624251,-0.18217942,0.04155101,-0.006494144
