A,-0.029645985,-0.03301602,-0.022761527,-0.07240298,0.046648644,0.020532604,0.0031126998,-0.017183492,0.03895059,-0.014712347,0.09681549,-0.010524602,0.0029173295,-0.029835518,-0.028343098,-0.004628617,-0.037494853,0.114323094,0.05600842,-0.06598832,0.010174861,-0.046004247,-0.01595306,0.08679252,-0.013610311,0.054550704,-0.0016395777,0.022292912,0.058267757,-0.044672377,-0.04055968,-0.00460354,0.007378637,0.1364285,-0.15815833,-0.16626129,-0.052058205,0.03323709,0.0057402183,0.11432829,0.13779412,-0.064121224,0.008745829,-0.1025698,0.01969802,0.052142147,0.07783923,-0.08082904,0.030898325,0.10923219,-0.022484276,-0.19155158,-0.2849596,-0.12613143,-0.118368104,0.21354385,-0.01734846,0.40845335,-0.2608318,-0.16881385,0.35211655,-0.5658043,0.36513746,-0.23955974,-0.027520383,0.0037285457,0.025845064,-0.029874125,0.071948126,0.009972326,-0.002544125,0.052198417,0.0078704255,-0.00489894,0.0069888826,-0.008819013,-0.0203332,2.8915274e-06,0.0015356294,0.008313845,0.0027121343,0.016580237,-0.0061040833,0.019993847,-0.0138260415,-0.010269047,0.024485322,-0.01579752,0.01780026,0.049397863,0.05751707,-0.048283175,-0.033509884,-0.031083794,-0.015225296,-0.0155892465,0.03537557,0.073754616,0.039706886,-0.04542228
R,0.010481083,-0.045520134,-0.067615084,-0.09508634,0.15891454,0.040071927,-0.046034794,-0.011314205,0.035492178,-0.020783015,-0.017277854,0.013347789,0.051635154,-0.0649466,-0.0593338,-0.09912151,-0.03951896,0.0026617202,0.006468199,0.020160781,0.028943757,-0.0036343075,-0.012610216,0.08077048,-0.0043151607,-0.00025868232,0.1447187,-0.024225129,0.006371967,-0.040930405,0.05914936,0.018924782,0.015875343,0.11289047,-0.111122824,-0.08337215,-0.068505116,0.026881851,-0.0014347619,0.19390687,0.15605289,-0.06171205,0.0073505244,-0.11421676,0.060053967,0.089141116,-0.06666327,0.013898793,0.016118068,0.055461377,-0.062230892,-0.08424907,-0.26987866,-0.14594667,-0.035369,0.26693138,-0.07019148,0.2929694,-0.2215205,-0.11652147,0.4329988,-0.5671329,0.3765726,-0.3014918,-0.018449878,-0.03827171,-0.07977593,0.06530566,-0.083885975,0.0016661375,0.019151922,0.0019469273,0.053690124,0.050988022,0.017441811,-0.02756392,0.045849226,-0.04511894,-0.03650404,0.01790935,-0.014898642,-0.039114416,0.01694309,-0.006215049,0.0009156508,0.028381005,0.0174273,-0.051483802,-0.024765655,0.008739277,-0.039284363,0.056279812,-0.06308639,-0.0011274356,-0.008052853,-0.029758366,0.013931749,0.03724822,0.036893416,0.008779596
N,0.008758026,-0.1117569,-0.054814413,-0.08830114,-0.025563026,-0.07933444,-0.031299543,0.019475581,0.023717433,-0.046694335,0.15150194,0.05005831,-0.013876752,-0.12166688,-0.052582446,-0.043056853,0.12610619,-0.074654475,0.05167844,0.12899716,0.025052993,0.014670248,0.03554674,0.079329945,-0.049206175,0.0401782,0.08348953,-0.05829503,0.029237391,-0.0072294334,0.06416221,-0.08725367,0.041281402,0.03654861,-0.25584233,-0.1521472,0.009247688,-0.033413865,-0.071837015,0.21520914,0.17719392,-0.07270863,0.21261197,-0.10323405,0.045555193,0.042574823,-0.09830309,0.038905963,-0.08754712,0.07899405,0.05487304,-0.037715178,-0.052668415,-0.09667203,0.057691097,0.1259414,0.03738658,0.40375957,-0.22376311,-0.0109204305,0.4489003,-0.618061,0.34245154,-0.28223744,0.11417651,-0.0057882336,0.0034830647,0.0473355,0.020104237,-0.08510409,0.016717428,-0.10410387,-0.026736053,0.02333693,0.05251872,8.402786e-05,-0.026499145,0.034156602,0.03273414,-0.031507168,-0.0039817793,0.0016207292,-0.014967121,-0.10086512,0.0044804653,0.028838428,-0.023588158,-0.01232276,-0.08299532,-0.007746173,-0.089431144,0.11639987,0.11503707,-0.03656795,-0.016026532,0.025051605,0.14071937,-0.027083315,-0.089228645,0.07245444
D,0.0070190816,-0.07654318,-0.028347414,-0.083940126,0.11246038,0.026967851,-0.02490366,0.013165724,0.0092889,-0.024424471,0.033303943,0.015774464,0.022032471,-0.07366609,-0.054254875,-0.036451425,0.031238165,0.007555098,0.050742246,0.029237056,0.030886555,-0.00581655,0.002066472,0.09742257,-0.059142843,-0.00042407634,0.09733818,-0.021332495,0.05259178,-0.090577185,0.06911016,-0.0010080547,0.0005721426,0.0693505,-0.1876227,-0.1396489,-0.0493779,0.014798853,-0.024012694,0.20802236,0.21315786,-0.09389026,0.10383437,-0.13544686,0.051459048,0.09162498,0.00033640498,-0.03854225,-0.021444874,0.037238203,-0.01903306,-0.026904367,-0.1979753,-0.1488123,-0.0036459584,0.22986789,-0.0064114747,0.34248036,-0.21224484,-0.047095414,0.4466538,-0.58437324,0.3428354,-0.2634828,0.008747079,-0.01933869,-0.07345008,0.06699511,-0.009493846,-0.045314644,0.041687444,-0.028176153,0.014684213,-0.013382527,0.056263287,-0.0029769202,0.030903932,0.016493913,0.022334343,-0.016665604,-0.01386849,-0.0076038986,-0.045788452,-0.09279746,0.027754515,0.038088396,-0.048335157,-0.0014672906,-0.009773892,-0.05426044,0.017617006,0.0010096566,-0.0031812147,-0.020316089,-0.023473775,0.05286077,0.08168855,-0.018155541,-0.013136042,-0.10610193
C,-0.04814197,-0.06741705,-0.11255178,0.13160224,0.17600979,0.13013963,-0.16453275,-0.059338972,0.034345172,-0.051762998,0.030170184,0.019496357,0.00026833315,-0.1542505,-0.1164004,-0.10124828,0.1067958,-0.030656084,0.007701621,0.06903575,0.07838052,0.04802563,0.03253289,0.20155272,-0.1917562,-0.07988423,0.14118606,-0.10409506,-0.0052142455,-0.074466035,0.10376955,-0.016398756,0.086371906,0.24255522,-0.33209038,0.029031062,-0.016821388,-0.030932162,-0.033672135,0.21044235,0.03983163,0.03635188,-0.057180088,-0.09563053,0.05452855,0.08307788,-0.09946202,0.050825477,0.011345652,0.07218384,-0.016665025,-0.113609165,-0.026958043,-0.12542726,0.10898277,0.12850961,-0.014155435,0.3676634,-0.2347641,-0.12741768,0.5330953,-0.620149,0.3044646,-0.2567585,0.036678392,0.007598545,-0.03880676,-0.020530684,-0.18946789,0.022298904,-0.0786681,-0.07074276,-0.032007657,-0.01753808,-0.036873702,0.014028935,0.08119598,-0.06414107,-0.043611787,-0.013162665,0.010771701,-0.047807347,0.06783682,-0.012694832,0.039242227,-0.027603338,-0.008291331,0.01027166,-0.061623782,-0.07201704,-0.18902187,0.13609727,-0.004048771,0.014267845,-0.068554156,0.0037694632,-0.22305888,-0.053348504,-0.042167205,0.29521036
Q,0.1848293,-0.09835873,-0.17871739,-0.12662739,-0.009343699,-0.07779336,-0.04801403,-0.029909605,0.041711424,-0.0359847,0.007209994,0.038889717,0.015412518,-0.0020031708,-0.035914466,-0.008222195,0.03283409,0.034369938,-0.0029911867,0.06673212,0.004027042,-0.06449701,-0.028546428,0.12049527,0.018370347,0.026900787,-0.0036512155,0.016080778,0.02549671,-0.04826472,-0.00016110085,-0.00521314,-0.03414894,0.022462353,-0.11829296,-0.2716936,0.09047039,-0.048244074,-0.097777285,0.20547114,0.10162522,-0.038852416,0.111852676,-0.095416814,0.011809025,0.033855733,0.038314268,-0.042451836,-0.0029225654,0.07553945,-0.001911321,-0.115911014,-0.1511954,-0.14137271,-0.0009590284,0.18374275,-0.07917973,0.39567068,-0.28622788,-0.2338142,0.43893507,-0.5636505,0.34412336,-0.29362917,-0.006644947,-0.056436587,-0.0718122,0.009600017,-0.08203939,-0.083464086,-0.04367517,-0.08816289,-0.025381323,-0.07779009,-0.06473949,0.039403666,0.027101519,-0.036393538,0.024959905,-0.023236042,0.028399106,0.0018830339,0.025902968,0.0878953,-0.048638485,0.015943283,0.044072922,-0.027377108,-0.028985824,0.05469913,0.024991749,0.05233362,-0.109112754,-0.05469242,-0.04633766,0.033411868,0.06560851,-0.04104735,-0.0020327377,-0.042034514
E,0.058953956,-0.109666236,-0.071665145,-0.14376344,0.14421614,0.04855109,-0.15217954,-0.007245041,-0.0029404555,-0.06058371,-0.058555365,0.011279362,0.016581532,-0.056993138,-0.047834747,-0.020866826,0.04079243,0.0058507454,0.028490374,0.03979811,0.010707805,0.03204052,0.027969742,0.07063248,0.003445036,-0.0137529895,0.05722459,0.009270516,-0.022392197,-0.1472515,0.14978963,0.08711147,-0.010386166,0.09453985,-0.19925584,-0.17259994,-0.0014922897,0.00327532,-0.06802239,0.30960453,0.20711529,-0.09810335,0.09990627,-0.14254072,0.041564412,0.06549157,-0.046106428,0.0109646255,-0.019335058,0.057959538,-0.006585761,-0.06361993,-0.19664295,-0.16317396,-0.0017925414,0.22929765,-0.058380436,0.30572858,-0.21555096,-0.11459005,0.42371178,-0.5486507,0.31684786,-0.25868687,-0.0020093482,-0.00082209054,-0.10017279,0.07066288,-0.026103368,-0.05038123,0.030977571,-0.052694052,0.044670094,-0.0064136465,0.06553639,0.0027863155,0.011222722,0.0041851774,0.017554728,-0.014159085,-0.020080337,-0.009419209,-0.004018638,-0.024938462,0.0022164043,0.018193834,-0.005286534,-0.011786428,-0.027194388,-0.03419792,-0.026045224,0.032036074,-0.008418464,-0.019539906,-0.016738879,1.38100095e-05,0.09797656,0.028950527,0.042262528,-0.063952416
G,-0.04431781,-0.06767428,-0.041219395,-0.04696736,0.06904143,0.035170786,-0.022990705,-0.05980351,0.0075137904,-0.00022076978,0.10733247,-0.0017161206,-0.011476117,-0.019813582,0.0032892588,0.009282926,0.0333789,0.021899894,0.051244594,0.01071609,0.028126141,-0.0032339657,0.019368468,0.07652948,-0.042232115,0.031957142,0.027397955,0.0005857219,0.06132843,-0.070640646,-0.020176189,0.004506998,0.053696178,0.1493436,-0.21809262,-0.10358738,-0.05446358,0.013696075,-0.019047631,0.2076403,0.16596335,-0.07363931,0.0580781,-0.123732775,0.031650133,0.045831796,-0.007655948,-0.021125423,0.016778091,0.10950011,-0.011590449,-0.17709336,-0.18404649,-0.097251646,-0.06345637,0.15259151,0.0004013077,0.31595057,-0.19418654,-0.08298646,0.4050593,-0.6082491,0.35538968,-0.22877043,0.009936606,0.0052235513,0.032834243,-0.022375733,0.056830846,0.029312193,-0.0052723796,0.06277092,-0.046714064,0.044540282,-0.0026908757,-0.012609289,-0.0059177815,0.004187247,0.011143178,-0.041527845,0.01553848,0.014609814,-0.0016434299,0.008152042,-0.022903364,-0.048086364,0.036859598,0.008449181,-0.012939813,-0.004789915,-0.05960105,0.011206738,-0.006402144,0.020877762,-0.0078805,0.022664081,-0.0060910094,0.057692476,-0.02052354,-0.043864522
H,-0.06238548,-0.12379627,-0.12836172,-0.008253717,0.06963074,0.011591233,-0.11578272,-0.08622021,0.027209686,-0.03582265,0.025372166,0.0024181567,0.011096422,-0.12740067,-0.1051152,-0.08350216,0.08813649,0.0069094403,0.029681735,0.060502313,0.03897512,0.0067987693,0.030165844,0.1723123,-0.09398107,-0.021310028,0.072896585,-0.048635338,0.018248413,-0.12301988,0.07081622,0.041941438,0.012267368,0.1934456,-0.20962097,-0.09311424,0.031941615,-0.020894887,-0.04779186,0.17145053,0.030826744,0.023944195,-0.029438077,-0.07081222,0.036993697,0.06332404,-0.04858544,0.020555526,-0.0009925459,0.07402449,-0.004973248,-0.10728556,-0.05787495,-0.13468923,0.0819811,0.14211902,0.0012489927,0.26263395,-0.15206571,-0.04575272,0.5250827,-0.6855458,0.39135498,-0.30078048,-0.023297917,0.022267373,-0.12714481,0.012526721,-0.15586676,0.037845977,-0.042186663,0.0015668989,0.049928933,0.032997947,0.024168398,0.000940148,0.03417543,-0.062915556,-0.058853153,0.027340626,-0.03234556,-0.079152115,0.03926512,-0.0039108265,0.0345357,0.056216504,-0.03719562,-0.023822052,-0.0342428,0.030525943,-0.08751472,0.09823267,-0.030063234,-0.03965881,-0.01830359,-0.12246322,-0.02937098,-0.04062097,0.023276972,0.086580485
I,0.028600937,-0.101827815,-0.024126446,-0.07850111,0.053066894,0.026541227,-0.1267599,0.022888172,-0.024314111,-0.024527008,0.060148224,0.001397006,-0.03704337,-0.06859996,-0.03928263,0.051450625,0.09859503,-0.06745626,0.020718163,0.06974462,-0.0007039652,0.034875143,0.032630008,0.014938311,-0.034738123,0.030409556,0.05367165,-0.03741596,-0.021945195,-0.00042478996,0.101317674,-0.03136686,0.05525994,0.14519373,-0.28367877,-0.09286782,-0.0053292005,-0.015282138,-0.04418941,0.17226937,0.15434031,-0.051442124,0.11362799,-0.12348109,0.041413546,0.07393908,0.0074732103,-0.039200604,-0.045535486,0.08872637,0.038900793,-0.09188101,-0.06304856,-0.11693856,0.051500537,0.12713459,0.08666793,0.41430223,-0.20115955,0.018208236,0.47963265,-0.6171509,0.3241611,-0.2658184,0.023293948,0.0389589,0.01914943,-0.015805122,0.07437293,-0.0045495364,-0.010856724,0.00085290085,0.008894417,0.013936324,0.013464277,0.008928265,-0.04908578,0.04820638,0.038652036,-0.043107662,-0.0047831032,0.033639334,-0.0020389955,0.005480195,-0.046431925,-0.044645153,0.05296971,-0.003975151,-0.037015866,-0.02259853,-0.061366998,0.022709163,0.065842465,0.007999824,0.009746209,-0.03282407,0.10438025,0.011343554,-0.041740663,-0.02356025
